loan_id,name,date_of_birth,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,CIBIL_rating,income_level,loan_rating,loan_term_type,dependent_level,edu_status,type_employment,loan_approval
3321,Gerald Dudley,1967-11-23,1,Graduate,No,1600000,4600000,12,415,800000,600000,3900000,1500000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Low,1,0,0
3322,Emily Kelly,1993-08-06,3,Not Graduate,No,2600000,8100000,12,425,7300000,1900000,6800000,2200000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Moderate,0,0,0
3323,Belinda Smith,1972-10-25,4,Graduate,Yes,1800000,4600000,14,453,1700000,2400000,4700000,1600000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,1,1,0
3324,John Francis,1976-10-26,5,Graduate,Yes,4400000,11800000,20,634,5900000,7300000,15200000,4300000,Approved,Average,Upper-Middle,Silver,Long Term,High,1,1,1
3325,Michael Adkins,1976-08-06,2,Not Graduate,No,200000,300000,20,519,0,0,400000,300000,Rejected,Poor,Low,Bronze,Long Term,Moderate,0,0,0
3326,Kayla Jenkins,1993-11-22,4,Not Graduate,Yes,800000,2100000,6,353,700000,300000,2900000,1200000,Rejected,Poor,Low,Bronze,Short Term,High,0,1,0
3327,Erin Lewis,1996-11-24,3,Graduate,No,1500000,3200000,4,767,2000000,400000,3700000,1400000,Approved,Excellent,Low-Middle,Bronze,Short Term,Moderate,1,0,1
3328,Dustin Mendoza,1971-12-24,0,Not Graduate,Yes,7700000,16900000,14,473,22100000,4000000,29000000,6400000,Rejected,Poor,High,Silver,Intermediate,Low,0,1,0
3329,Brandy Patel,1983-06-06,5,Graduate,Yes,7200000,21300000,2,801,9900000,1700000,20400000,7200000,Approved,Excellent,Upper-Middle,Gold,Short Term,High,1,1,1
3330,Matthew Russell,1991-12-08,4,Graduate,No,1000000,2300000,16,543,200000,100000,2000000,1000000,Rejected,Poor,Low,Bronze,Long Term,High,1,0,0
3331,Sonia Thompson,2005-06-25,1,Graduate,No,6300000,17200000,12,714,10100000,4200000,24700000,8500000,Approved,Good,Upper-Middle,Silver,Intermediate,Low,1,0,1
3332,Hector Wilkinson,1984-06-30,3,Graduate,No,1900000,4100000,12,830,4600000,1100000,5300000,2100000,Approved,Excellent,Low-Middle,Bronze,Intermediate,Moderate,1,0,1
3333,Jamie Patterson,1984-07-01,5,Graduate,No,4400000,15300000,4,401,200000,5400000,17500000,2400000,Approved,Poor,Upper-Middle,Silver,Short Term,High,1,0,1
3334,Jason Anthony,1967-12-17,0,Not Graduate,No,9100000,26400000,6,518,15800000,1100000,35300000,5700000,Rejected,Poor,High,Gold,Short Term,Low,0,0,0
3335,Amy Howell,1968-05-18,2,Graduate,Yes,900000,2300000,20,367,0,1200000,3400000,1300000,Rejected,Poor,Low,Bronze,Long Term,Moderate,1,1,0
3336,Julie Koch,1963-10-16,0,Graduate,Yes,4600000,12000000,12,493,4500000,700000,16200000,3600000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Low,1,1,0
3337,Dylan Frank,1959-08-06,2,Graduate,Yes,9400000,22700000,14,505,4000000,16900000,24700000,11500000,Rejected,Poor,High,Gold,Intermediate,Moderate,1,1,0
3338,Robert Durham,1970-01-10,5,Graduate,No,6900000,26500000,16,322,20500000,9800000,17100000,9400000,Rejected,Poor,Upper-Middle,Gold,Long Term,High,1,0,0
3339,Lauren Lopez,1974-11-16,2,Graduate,No,300000,900000,8,735,800000,400000,500000,100000,Approved,Good,Low,Bronze,Intermediate,Moderate,1,0,1
3340,Carrie Peters,2003-05-26,5,Graduate,Yes,1900000,6700000,2,622,4200000,200000,3900000,1700000,Approved,Average,Low-Middle,Bronze,Short Term,High,1,1,1
3341,Kimberly Perry,1958-09-26,4,Graduate,Yes,4400000,16400000,6,513,5400000,7500000,13100000,5700000,Rejected,Poor,Upper-Middle,Silver,Short Term,High,1,1,0
3342,Sandra Davis MD,1979-09-06,4,Not Graduate,Yes,1200000,4100000,16,585,900000,900000,2300000,900000,Approved,Average,Low-Middle,Bronze,Long Term,High,0,1,1
3343,Ricky Gonzalez,1975-12-20,1,Graduate,Yes,1000000,3000000,10,813,2900000,500000,3300000,800000,Approved,Excellent,Low,Bronze,Intermediate,Low,1,1,1
3344,Nathan Yang,1977-04-11,0,Graduate,No,3100000,10400000,18,622,1300000,5000000,7200000,1600000,Approved,Average,Low-Middle,Silver,Long Term,Low,1,0,1
3345,Sharon Fuentes,1975-10-10,1,Graduate,Yes,2100000,6300000,16,899,2400000,2200000,4400000,2200000,Approved,Excellent,Low-Middle,Bronze,Long Term,Low,1,1,1
3346,David Cowan,1991-12-23,0,Not Graduate,No,2100000,4700000,2,459,4000000,1300000,8100000,1200000,Rejected,Poor,Low-Middle,Bronze,Short Term,Low,0,0,0
3347,Andrea Hayes,1983-12-26,4,Graduate,No,9400000,33300000,18,369,20600000,5600000,32200000,7200000,Rejected,Poor,High,Platinum,Long Term,High,1,0,0
3348,Joseph Ward,1960-08-31,2,Not Graduate,No,9700000,37700000,6,601,300000,3100000,23800000,11800000,Approved,Average,High,Platinum,Short Term,Moderate,0,0,1
3349,Shannon Huang,1960-01-20,4,Graduate,No,1400000,2700000,18,703,600000,1300000,5400000,900000,Approved,Good,Low-Middle,Bronze,Long Term,High,1,0,1
3350,David Jimenez,1964-05-28,2,Not Graduate,No,4700000,14600000,20,597,8200000,6000000,14100000,6800000,Approved,Average,Upper-Middle,Silver,Long Term,Moderate,0,0,1
3351,Regina Singleton,1969-05-12,3,Not Graduate,Yes,4100000,13300000,10,670,1900000,5500000,13200000,6100000,Approved,Good,Upper-Middle,Silver,Intermediate,Moderate,0,1,1
3352,Lance Singh,1967-12-27,4,Not Graduate,Yes,1200000,2800000,6,366,3300000,300000,4200000,1400000,Rejected,Poor,Low-Middle,Bronze,Short Term,High,0,1,0
3353,Lance Mullins,1981-02-17,5,Not Graduate,No,7900000,27800000,16,857,23300000,12500000,17200000,10600000,Approved,Excellent,High,Gold,Long Term,High,0,0,1
3354,Joseph Bryan,1979-03-04,2,Not Graduate,No,6600000,15000000,16,401,13600000,6600000,23500000,3300000,Rejected,Poor,Upper-Middle,Silver,Long Term,Moderate,0,0,0
3355,Douglas Bradley,1995-03-31,0,Not Graduate,No,2200000,8800000,4,437,1600000,2300000,8300000,2000000,Approved,Poor,Low-Middle,Bronze,Short Term,Low,0,0,1
3356,Debra Lee,2004-09-03,3,Not Graduate,No,5500000,17600000,8,882,5800000,7800000,20300000,3100000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Moderate,0,0,1
3357,Natalie Mills,1978-06-21,4,Graduate,No,5100000,15500000,8,392,6700000,8100000,13600000,6700000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,1,0,0
3358,Mr. Joshua Crawford,1958-08-18,2,Not Graduate,Yes,3900000,7700000,10,421,9700000,7500000,14100000,2100000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Moderate,0,1,0
3359,Kevin Sims,1991-08-20,5,Graduate,No,200000,400000,6,722,300000,300000,400000,100000,Approved,Good,Low,Bronze,Short Term,High,1,0,1
3360,Donna Vega,1962-01-09,4,Graduate,No,5800000,14700000,10,692,2300000,10100000,17700000,3900000,Approved,Good,Upper-Middle,Silver,Intermediate,High,1,0,1
3361,Cynthia Baker,2000-10-14,5,Not Graduate,No,8300000,20700000,2,537,8400000,14300000,19700000,7800000,Rejected,Poor,High,Gold,Short Term,High,0,0,0
3362,Brian Jensen,1977-05-28,5,Graduate,Yes,2600000,5500000,8,676,6700000,800000,7200000,1300000,Approved,Good,Low-Middle,Bronze,Intermediate,High,1,1,1
3363,Jerry Combs,1981-08-29,1,Graduate,No,2100000,8100000,6,817,4600000,2900000,4900000,2900000,Approved,Excellent,Low-Middle,Bronze,Short Term,Low,1,0,1
3364,Joann Garza,1984-02-16,4,Not Graduate,No,3900000,10800000,20,433,4700000,1600000,14500000,2300000,Rejected,Poor,Low-Middle,Silver,Long Term,High,0,0,0
3365,Tanya Frazier,1995-10-18,1,Graduate,Yes,5200000,16300000,6,524,11000000,3400000,20700000,4600000,Rejected,Poor,Upper-Middle,Silver,Short Term,Low,1,1,0
3366,Eric Fernandez,1963-03-12,3,Not Graduate,Yes,7800000,24400000,20,490,6700000,5100000,17700000,4100000,Rejected,Poor,High,Gold,Long Term,Moderate,0,1,0
3367,Christopher Sullivan,1992-03-23,3,Not Graduate,Yes,5400000,14300000,4,595,4100000,2800000,19300000,4900000,Approved,Average,Upper-Middle,Silver,Short Term,Moderate,0,1,1
3368,Michael Garcia,1967-06-22,2,Not Graduate,No,2900000,11000000,2,835,4900000,3200000,11500000,1400000,Approved,Excellent,Low-Middle,Silver,Short Term,Moderate,0,0,1
3369,Mike Bauer,1972-11-01,4,Graduate,No,7100000,28300000,6,850,5600000,7100000,26000000,9700000,Approved,Excellent,Upper-Middle,Gold,Short Term,High,1,0,1
3370,Janet Harris DDS,1959-05-22,1,Graduate,Yes,800000,2500000,4,409,1300000,1000000,3100000,900000,Approved,Poor,Low,Bronze,Short Term,Low,1,1,1
3371,Theodore Marks,1995-08-31,5,Graduate,Yes,3400000,12800000,10,760,9800000,4300000,11000000,4600000,Approved,Excellent,Low-Middle,Silver,Intermediate,High,1,1,1
3372,Carrie Evans,1982-12-15,1,Graduate,Yes,6800000,17600000,14,344,5500000,5600000,18100000,7700000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Low,1,1,0
3373,Joseph Bowers,1968-06-25,4,Graduate,Yes,7000000,27100000,12,881,8300000,9400000,17200000,9500000,Approved,Excellent,Upper-Middle,Gold,Intermediate,High,1,1,1
3374,Derek Powell,1997-03-16,0,Graduate,Yes,9300000,24500000,10,600,20200000,700000,32600000,5400000,Approved,Average,High,Gold,Intermediate,Low,1,1,1
3375,Lori Hamilton,1993-03-30,2,Graduate,No,7500000,19900000,10,790,3500000,13000000,19900000,5900000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Moderate,1,0,1
3376,Joshua Garcia,1967-04-18,3,Graduate,Yes,8000000,31200000,20,392,7300000,8400000,16000000,6000000,Rejected,Poor,High,Platinum,Long Term,Moderate,1,1,0
3377,Johnathan Hernandez,1970-05-14,5,Graduate,Yes,1600000,4100000,2,748,1400000,1000000,4200000,1000000,Approved,Good,Low-Middle,Bronze,Short Term,High,1,1,1
3378,Phillip Nguyen,1971-09-06,1,Graduate,Yes,6700000,18800000,6,798,8700000,5900000,18000000,6100000,Approved,Excellent,Upper-Middle,Silver,Short Term,Low,1,1,1
3379,Rachel Soto,1974-12-29,3,Not Graduate,No,3800000,11400000,4,323,5800000,4000000,9600000,4400000,Approved,Poor,Low-Middle,Silver,Short Term,Moderate,0,0,1
3380,Ronald Lane,1999-01-13,1,Not Graduate,Yes,2700000,5400000,6,413,4800000,1500000,6100000,2600000,Rejected,Poor,Low-Middle,Bronze,Short Term,Low,0,1,0
3381,John Freeman,1967-03-29,3,Graduate,No,1300000,2900000,8,733,3800000,1900000,3800000,1800000,Approved,Good,Low-Middle,Bronze,Intermediate,Moderate,1,0,1
3382,Angela Campbell,1958-04-25,4,Not Graduate,No,3400000,10500000,16,543,3100000,4500000,11100000,4500000,Rejected,Poor,Low-Middle,Silver,Long Term,High,0,0,0
3383,Taylor Scott,1972-01-30,3,Graduate,No,3400000,10900000,14,757,5400000,1600000,7700000,3000000,Approved,Excellent,Low-Middle,Silver,Intermediate,Moderate,1,0,1
3384,Kathryn Miller,1998-05-03,5,Graduate,Yes,2400000,6800000,8,464,1900000,1300000,9500000,1900000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,1,1,0
3385,Alyssa Meyers,1965-05-06,0,Not Graduate,No,1900000,6900000,4,749,2100000,3700000,4300000,2200000,Approved,Good,Low-Middle,Bronze,Short Term,Low,0,0,1
3386,Tina Cobb,1980-02-02,4,Graduate,No,700000,2200000,6,680,300000,200000,2500000,300000,Approved,Good,Low,Bronze,Short Term,High,1,0,1
3387,Amanda Stevenson,1978-03-26,1,Not Graduate,No,6900000,20900000,4,574,3200000,1800000,25000000,5200000,Approved,Average,Upper-Middle,Gold,Short Term,Low,0,0,1
3388,Anna Ramsey,1989-05-18,5,Graduate,Yes,300000,800000,18,774,400000,200000,900000,400000,Approved,Excellent,Low,Bronze,Long Term,High,1,1,1
3389,Sydney Bartlett,1989-11-19,3,Not Graduate,No,6000000,18700000,10,387,6600000,6200000,23300000,6700000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,0,0,0
3390,Jaime Carr,1981-11-04,1,Not Graduate,No,4300000,16400000,20,397,6700000,6200000,10200000,5700000,Rejected,Poor,Upper-Middle,Silver,Long Term,Low,0,0,0
3391,Mrs. Lauren Garrett DVM,1996-09-30,4,Graduate,No,5800000,13500000,14,816,13800000,9300000,20400000,7900000,Approved,Excellent,Upper-Middle,Silver,Intermediate,High,1,0,1
3392,Shannon Johnson,1998-08-23,2,Graduate,Yes,3300000,6700000,8,845,1300000,4600000,12300000,3200000,Approved,Excellent,Low-Middle,Bronze,Intermediate,Moderate,1,1,1
3393,Edward Romero,1982-09-06,2,Not Graduate,No,400000,1500000,4,743,700000,500000,1200000,300000,Approved,Good,Low,Bronze,Short Term,Moderate,0,0,1
3394,Sean Cortez,1966-08-30,5,Not Graduate,No,300000,600000,4,418,500000,200000,700000,200000,Rejected,Poor,Low,Bronze,Short Term,High,0,0,0
3395,Tony Gibson,1998-06-19,1,Not Graduate,No,4200000,10700000,6,466,7400000,7000000,14000000,4700000,Rejected,Poor,Upper-Middle,Silver,Short Term,Low,0,0,0
3396,Thomas Hill,1990-01-18,2,Not Graduate,Yes,600000,2300000,12,335,400000,900000,1200000,400000,Rejected,Poor,Low,Bronze,Intermediate,Moderate,0,1,0
3397,Heather Lawrence,1982-03-19,5,Not Graduate,Yes,4400000,15200000,6,446,9500000,2200000,16700000,5800000,Rejected,Poor,Upper-Middle,Silver,Short Term,High,0,1,0
3398,Deborah Taylor,1997-03-10,0,Graduate,Yes,9200000,29400000,2,868,9200000,13800000,32000000,5300000,Approved,Excellent,High,Gold,Short Term,Low,1,1,1
3399,Derek Taylor,1964-05-24,2,Graduate,Yes,6900000,25300000,4,763,9000000,3600000,21300000,5500000,Approved,Excellent,Upper-Middle,Gold,Short Term,Moderate,1,1,1
3400,Gregory Jacobs,1999-04-22,5,Not Graduate,Yes,5100000,13700000,14,527,12100000,8900000,19400000,4700000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,0,1,0
3401,Jason Anderson,1971-01-28,4,Graduate,No,3400000,12700000,2,741,3300000,6100000,7700000,3700000,Approved,Good,Low-Middle,Silver,Short Term,High,1,0,1
3402,Shawn Yu,1986-09-27,4,Not Graduate,Yes,8600000,26800000,12,802,7400000,2800000,32100000,11700000,Approved,Excellent,High,Gold,Intermediate,High,0,1,1
3403,Deanna Caldwell,1990-02-21,3,Not Graduate,Yes,9200000,28900000,8,538,13900000,8300000,32400000,4900000,Rejected,Poor,High,Gold,Intermediate,Moderate,0,1,0
3404,Kathleen Fernandez,1982-10-19,5,Graduate,Yes,4800000,16300000,4,523,8800000,2300000,10000000,2800000,Approved,Poor,Upper-Middle,Silver,Short Term,High,1,1,1
3405,Calvin Brown,1993-06-11,4,Not Graduate,No,2800000,8300000,14,381,3200000,1100000,9100000,1500000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,0,0,0
3406,Edward Saunders,1995-10-19,1,Graduate,Yes,3400000,7000000,4,534,3100000,1600000,13000000,4000000,Rejected,Poor,Low-Middle,Bronze,Short Term,Low,1,1,0
3407,Todd Whitney,1981-02-24,5,Not Graduate,Yes,800000,2200000,14,574,2200000,1200000,1700000,1100000,Approved,Average,Low,Bronze,Intermediate,High,0,1,1
3408,Shawn Lopez,1964-12-16,1,Not Graduate,No,4100000,11100000,6,405,12000000,2900000,9000000,5900000,Rejected,Poor,Upper-Middle,Silver,Short Term,Low,0,0,0
3409,Jessica Harvey,1975-02-03,0,Not Graduate,No,1900000,3800000,16,542,800000,500000,4000000,2100000,Rejected,Poor,Low-Middle,Bronze,Long Term,Low,0,0,0
3410,Katherine Schwartz,1967-02-13,5,Graduate,Yes,6700000,25400000,14,820,10300000,8100000,18500000,3900000,Approved,Excellent,Upper-Middle,Gold,Intermediate,High,1,1,1
3411,Mr. Patrick Bell,1966-08-12,0,Graduate,No,5200000,13400000,2,505,12000000,7900000,20400000,6200000,Rejected,Poor,Upper-Middle,Silver,Short Term,Low,1,0,0
3412,Michael Miles,1989-03-18,3,Graduate,Yes,6700000,16400000,2,508,4400000,10900000,25300000,9200000,Rejected,Poor,Upper-Middle,Silver,Short Term,Moderate,1,1,0
3413,Jimmy Henry,1997-10-27,1,Not Graduate,Yes,4700000,15000000,20,835,2100000,2500000,10100000,3800000,Approved,Excellent,Upper-Middle,Silver,Long Term,Low,0,1,1
3414,Brian Johnson,1961-04-09,0,Not Graduate,No,6000000,22000000,12,826,1400000,2000000,14100000,7000000,Approved,Excellent,Upper-Middle,Gold,Intermediate,Low,0,0,1
3415,Edward Johnson,1981-03-14,5,Not Graduate,Yes,6500000,18900000,12,427,5100000,1900000,18200000,7800000,Rejected,Poor,Upper-Middle,Silver,Intermediate,High,0,1,0
3416,Cameron Lopez,1977-10-10,3,Graduate,No,500000,2000000,12,890,800000,700000,1800000,400000,Approved,Excellent,Low,Bronze,Intermediate,Moderate,1,0,1
3417,Christopher Lopez,1984-02-25,4,Not Graduate,No,5700000,13300000,2,333,9400000,3000000,11800000,8200000,Rejected,Poor,Upper-Middle,Silver,Short Term,High,0,0,0
3418,Jessica Cook,1980-07-15,4,Not Graduate,Yes,6800000,20000000,12,679,20200000,10900000,26900000,6600000,Approved,Good,Upper-Middle,Silver,Intermediate,High,0,1,1
3419,Caitlin Mitchell,1965-10-07,5,Not Graduate,No,3100000,12300000,18,805,4900000,1900000,6100000,2800000,Approved,Excellent,Low-Middle,Silver,Long Term,High,0,0,1
3420,Jennifer White,1992-10-17,3,Not Graduate,No,5100000,11000000,16,826,11800000,2900000,12900000,2700000,Approved,Excellent,Upper-Middle,Silver,Long Term,Moderate,0,0,1
3421,Jacqueline Williams,1996-12-10,1,Not Graduate,Yes,6300000,23900000,10,844,16300000,4900000,16800000,4500000,Approved,Excellent,Upper-Middle,Gold,Intermediate,Low,0,1,1
3422,Jennifer Stephens,1971-06-25,5,Graduate,Yes,4400000,14100000,10,663,5300000,4900000,17500000,2600000,Approved,Good,Upper-Middle,Silver,Intermediate,High,1,1,1
3423,Erica Rodriguez,1980-05-23,1,Not Graduate,No,8100000,21900000,6,884,15100000,5400000,27500000,6600000,Approved,Excellent,High,Gold,Short Term,Low,0,0,1
3424,James Pratt,1980-12-03,1,Not Graduate,No,1100000,3700000,2,508,200000,0,2200000,1300000,Approved,Poor,Low-Middle,Bronze,Short Term,Low,0,0,1
3425,Laurie Leblanc,1967-10-14,0,Graduate,Yes,2400000,6900000,4,581,5100000,4500000,6000000,3400000,Approved,Average,Low-Middle,Bronze,Short Term,Low,1,1,1
3426,Sean Logan,2003-10-30,3,Graduate,Yes,7000000,26300000,12,481,14300000,12800000,15100000,9900000,Rejected,Poor,Upper-Middle,Gold,Intermediate,Moderate,1,1,0
3427,Karen Young,1970-01-13,1,Graduate,Yes,8700000,30000000,12,543,21900000,12700000,30600000,12700000,Rejected,Poor,High,Gold,Intermediate,Low,1,1,0
3428,Jacob Thomas,1967-03-09,0,Not Graduate,Yes,3500000,12600000,10,448,1200000,2500000,10400000,3600000,Rejected,Poor,Low-Middle,Silver,Intermediate,Low,0,1,0
3429,Sean Hess,1970-01-18,1,Graduate,Yes,1600000,5300000,4,713,1400000,1400000,4900000,1300000,Approved,Good,Low-Middle,Bronze,Short Term,Low,1,1,1
3430,Donna Reeves,1965-12-04,5,Not Graduate,Yes,7800000,17300000,16,493,800000,4500000,16300000,9300000,Rejected,Poor,High,Silver,Long Term,High,0,1,0
3431,Laura Sanchez,1999-06-13,2,Not Graduate,No,3700000,9200000,10,819,8500000,2000000,10200000,3100000,Approved,Excellent,Low-Middle,Bronze,Intermediate,Moderate,0,0,1
3432,Annette Anderson,1986-08-24,4,Graduate,No,400000,1400000,18,827,100000,0,900000,600000,Approved,Excellent,Low,Bronze,Long Term,High,1,0,1
3433,Mrs. Nichole Holt,1993-05-30,0,Not Graduate,No,4800000,15700000,10,398,4900000,7400000,17100000,6400000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Low,0,0,0
3434,Molly Wood,1997-11-28,0,Graduate,Yes,2900000,7500000,18,692,3200000,300000,7500000,4000000,Approved,Good,Low-Middle,Bronze,Long Term,Low,1,1,1
3435,Donald Wright,1977-10-12,5,Graduate,Yes,5000000,14600000,18,509,11800000,2500000,19800000,4900000,Rejected,Poor,Upper-Middle,Silver,Long Term,High,1,1,0
3436,Daniel Cook,1965-11-30,0,Graduate,Yes,7600000,18100000,16,439,12800000,5900000,29800000,10600000,Rejected,Poor,High,Silver,Long Term,Low,1,1,0
3437,Taylor Wilkins,1969-09-13,1,Graduate,No,3000000,9400000,4,622,600000,3500000,9600000,2000000,Approved,Average,Low-Middle,Bronze,Short Term,Low,1,0,1
3438,Juan Martinez,1969-12-10,3,Not Graduate,Yes,200000,700000,18,526,400000,100000,500000,0,Rejected,Poor,Low,Bronze,Long Term,Moderate,0,1,0
3439,Ronald Pierce,1999-10-11,5,Not Graduate,Yes,6800000,19000000,8,865,9500000,7200000,25000000,6300000,Approved,Excellent,Upper-Middle,Silver,Intermediate,High,0,1,1
3440,Jonathan Wong,1998-08-19,5,Not Graduate,Yes,9700000,27400000,2,328,0,18400000,22000000,7900000,Rejected,Poor,High,Gold,Short Term,High,0,1,0
3441,Erika Travis,2001-06-26,0,Graduate,Yes,1200000,4200000,4,768,2800000,2200000,2800000,1500000,Approved,Excellent,Low-Middle,Bronze,Short Term,Low,1,1,1
3442,Mark Bryant,1990-08-05,5,Not Graduate,Yes,7400000,24000000,16,854,4300000,6700000,20600000,8700000,Approved,Excellent,Upper-Middle,Gold,Long Term,High,0,1,1
3443,Michael Mckee,1961-06-29,4,Graduate,No,6900000,20800000,4,839,2600000,2400000,16100000,7400000,Approved,Excellent,Upper-Middle,Gold,Short Term,High,1,0,1
3444,Ronald Thomas,1981-04-18,0,Not Graduate,Yes,9100000,23300000,18,414,17700000,2500000,33800000,6400000,Rejected,Poor,High,Gold,Long Term,Low,0,1,0
3445,Patrick Hunt,1994-08-01,0,Graduate,Yes,1300000,4700000,16,530,3200000,1000000,3800000,800000,Rejected,Poor,Low-Middle,Bronze,Long Term,Low,1,1,0
3446,Sarah Park,1964-06-07,3,Graduate,No,6600000,14600000,10,841,15300000,12100000,14800000,6000000,Approved,Excellent,Upper-Middle,Silver,Intermediate,Moderate,1,0,1
3447,Jeremy Smith,1996-02-15,3,Not Graduate,Yes,1800000,5700000,14,670,5300000,3100000,3500000,2700000,Approved,Good,Low-Middle,Bronze,Intermediate,Moderate,0,1,1
3448,Christine Meadows,1987-12-06,5,Not Graduate,Yes,8200000,20900000,14,726,11400000,4800000,26000000,8400000,Approved,Good,High,Gold,Intermediate,High,0,1,1
3449,Sharon Lee,1969-10-16,4,Not Graduate,No,2800000,8300000,14,352,4900000,2600000,7100000,3700000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,0,0,0
3450,Phyllis Church,1970-02-09,1,Graduate,Yes,7000000,16000000,4,554,13000000,8600000,26600000,7900000,Approved,Average,Upper-Middle,Silver,Short Term,Low,1,1,1
3451,Robert Brown,1972-07-01,4,Graduate,No,700000,1800000,18,728,400000,1300000,2200000,600000,Approved,Good,Low,Bronze,Long Term,High,1,0,1
3452,Toni Berry,1972-04-02,0,Not Graduate,No,7400000,25500000,6,463,2300000,5600000,26800000,8400000,Rejected,Poor,Upper-Middle,Gold,Short Term,Low,0,0,0
3453,Shannon Larsen,1973-04-07,5,Not Graduate,Yes,2300000,5000000,10,431,300000,3700000,8700000,2900000,Rejected,Poor,Low-Middle,Bronze,Intermediate,High,0,1,0
3454,Samantha Jennings,1966-06-09,1,Graduate,Yes,600000,1900000,8,445,1200000,100000,1600000,300000,Rejected,Poor,Low,Bronze,Intermediate,Low,1,1,0
3455,Tina Henderson,1997-05-05,5,Graduate,No,1000000,3000000,4,896,2800000,1100000,2000000,1100000,Approved,Excellent,Low,Bronze,Short Term,High,1,0,1
3456,Craig Rivera,1960-07-01,1,Not Graduate,Yes,2200000,5200000,8,420,2900000,100000,5000000,2300000,Rejected,Poor,Low-Middle,Bronze,Intermediate,Low,0,1,0
3457,Nancy Callahan,1963-06-03,1,Not Graduate,No,8000000,30900000,2,315,23500000,1200000,19500000,7300000,Approved,Poor,High,Platinum,Short Term,Low,0,0,1
3458,Dale Buchanan,1983-05-18,4,Not Graduate,No,8600000,20900000,10,867,24300000,7200000,23700000,9900000,Approved,Excellent,High,Gold,Intermediate,High,0,0,1
3459,Stephanie Wilson,1966-10-14,3,Not Graduate,Yes,7500000,26000000,2,342,13900000,1900000,26900000,11200000,Approved,Poor,Upper-Middle,Gold,Short Term,Moderate,0,1,1
3460,Jeffrey Kim,1978-07-05,5,Not Graduate,Yes,5200000,11800000,18,711,14300000,5100000,15500000,4500000,Approved,Good,Upper-Middle,Silver,Long Term,High,0,1,1
3461,Justin Luna,1994-02-02,2,Not Graduate,No,7900000,20900000,2,723,1700000,1800000,16300000,7100000,Approved,Good,High,Gold,Short Term,Moderate,0,0,1
3462,Stephanie Davis,1977-01-17,1,Graduate,Yes,4200000,11300000,4,704,4700000,2800000,14900000,4000000,Approved,Good,Upper-Middle,Silver,Short Term,Low,1,1,1
3463,David Gross,2001-12-13,0,Graduate,No,6500000,20200000,16,842,8300000,12200000,14300000,9600000,Approved,Excellent,Upper-Middle,Gold,Long Term,Low,1,0,1
3464,Brett Mccoy,2003-12-11,0,Graduate,Yes,7400000,15200000,12,600,6200000,8500000,18800000,4100000,Approved,Average,Upper-Middle,Silver,Intermediate,Low,1,1,1
3465,Alexander Lewis,1974-09-14,3,Not Graduate,No,9100000,25600000,12,688,8900000,16300000,27900000,11100000,Approved,Good,High,Gold,Intermediate,Moderate,0,0,1
3466,Michelle Johnson,1997-09-09,0,Not Graduate,No,800000,2300000,16,739,1800000,600000,2000000,400000,Approved,Good,Low,Bronze,Long Term,Low,0,0,1
3467,Christopher Wilson,1982-02-02,1,Graduate,Yes,800000,2800000,10,798,1300000,1300000,2500000,400000,Approved,Excellent,Low,Bronze,Intermediate,Low,1,1,1
3468,Maria Andrews,1986-03-17,5,Graduate,Yes,4100000,9900000,4,319,7600000,7400000,12000000,5500000,Rejected,Poor,Upper-Middle,Bronze,Short Term,High,1,1,0
3469,Mrs. Carol Strong PhD,1969-05-29,5,Graduate,Yes,4200000,8700000,6,583,6000000,800000,8500000,2500000,Approved,Average,Upper-Middle,Bronze,Short Term,High,1,1,1
3470,Kelly Jefferson,1980-03-02,3,Graduate,Yes,4800000,11500000,12,535,3600000,8000000,15600000,5400000,Rejected,Poor,Upper-Middle,Silver,Intermediate,Moderate,1,1,0
3471,Tracy Coleman,1973-09-03,3,Not Graduate,Yes,8300000,25900000,8,696,14400000,12200000,23500000,7100000,Approved,Good,High,Gold,Intermediate,Moderate,0,1,1
3472,Renee Jones,1958-08-29,4,Not Graduate,No,7600000,23900000,8,672,2500000,1600000,20200000,6700000,Approved,Good,High,Gold,Intermediate,High,0,0,1
3473,Samantha Liu,1994-07-26,4,Graduate,No,5100000,12300000,20,410,9200000,9200000,18700000,5600000,Rejected,Poor,Upper-Middle,Silver,Long Term,High,1,0,0
